106,Q80#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID80#1_2""}",4,1,5,3,2,,4,1,3,2,3,2,5,4,,4,4,2,4,3,4,2,2,,,,5,5,4,4,3,3,,4,4,3,5,3,,,,4,5,3,1,1,,,1,1,3,1,,1,2,4,1,2,,5,3,3,1,2,2,1,1,3,3,,1,2,3,1,2
107,Q80#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID80#1_3""}",4,2,3,2,2,,5,2,2,5,1,3,4,2,,3,3,1,4,4,3,2,2,,,,4,4,4,4,4,4,,5,2,2,4,2,,,,3,5,4,2,1,,2,3,1,2,3,,1,2,4,1,3,,4,3,3,1,5,3,1,1,2,2,,1,4,3,1,1
108,Q80#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_4""}",4,1,5,3,3,,4,3,4,3,1,3,5,1,,3,5,2,,4,2,2,3,,,,5,3,4,3,3,3,,4,3,2,3,3,,,,4,3,4,2,2,,2,1,1,2,3,,1,5,4,1,2,,5,4,2,1,4,2,1,1,3,2,,1,3,4,1,1
109,Q80#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#1_5""}",3,1,4,1,3,,4,4,3,2,1,1,4,1,,4,5,1,4,4,3,2,3,,,,4,,4,2,2,2,,5,4,3,4,3,,,,3,5,2,4,1,,3,1,1,2,3,,1,5,4,2,3,,4,3,2,1,3,2,1,1,4,2,,2,2,3,1,2
110,Q80#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID80#1_6""}",3,1,5,1,4,,5,3,2,1,3,4,5,1,,3,4,1,,4,4,2,2,,,,5,5,4,2,3,3,,4,3,3,4,4,,,,3,5,5,2,2,,3,3,1,2,3,,3,3,4,1,2,,5,3,3,1,2,3,1,1,3,1,,1,3,3,3,1
111,Q80#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID80#1_7""}",4,1,4,1,4,,5,2,2,2,2,3,4,3,,2,4,1,4,4,2,2,3,,,,5,,4,3,2,3,,4,4,4,1,3,,,,3,5,4,4,2,,3,4,1,2,3,,3,4,,1,2,,4,4,3,1,3,3,1,1,2,4,,1,2,3,3,3
112,Q80#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID80#1_8""}",3,1,2,1,3,,4,1,2,5,1,1,4,1,,3,3,1,4,4,2,2,1,,,,4,4,4,1,1,1,,4,3,2,2,3,,,,4,3,2,2,2,,3,2,1,2,3,,1,4,4,1,3,,5,2,1,1,1,2,1,1,3,2,,1,2,3,1,1
113,Q80#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_9""}",4,1,3,1,2,,4,1,4,2,1,1,5,1,,4,3,1,4,3,3,2,2,,,,5,3,4,3,2,2,,5,3,3,2,3,,,,4,4,4,3,2,,3,2,1,2,3,,1,2,3,1,3,,4,2,2,1,2,2,1,1,4,2,,1,2,3,1,1
114,Q80#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID80#1_10""}",3,2,3,4,4,,4,2,4,4,5,3,5,4,,2,4,1,3,4,3,2,4,,,,5,,4,4,3,5,,4,4,5,2,2,,,,5,3,4,3,3,,2,5,1,3,3,,4,2,4,1,4,,5,4,3,1,2,3,1,1,3,2,,2,4,3,4,3
115,Q80#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID80#1_11""}",4,4,3,3,3,,5,2,3,2,4,5,4,4,,4,5,2,4,3,5,2,4,,,,4,,4,4,2,5,,5,4,4,1,4,,,,5,3,3,4,3,,3,4,1,3,3,,3,4,4,1,4,,4,4,3,1,2,3,1,1,2,4,,1,3,3,3,4
116,Q80#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID80#1_12""}",3,2,2,2,4,,5,3,2,4,3,3,4,3,,4,4,3,3,4,5,2,4,,,,5,5,4,4,3,5,,4,4,4,2,3,,,,5,3,5,2,3,,2,4,4,3,3,,3,3,4,1,3,,4,4,4,1,4,3,5,1,3,1,,2,4,3,3,4
117,Q80#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID80#1_13""}",4,4,3,2,5,,5,4,2,5,5,5,5,4,,3,3,3,4,3,3,2,4,,,,4,3,4,3,2,5,,4,3,4,1,3,,,,5,4,2,5,3,,3,3,1,3,3,,3,3,4,1,3,,5,4,4,2,2,3,1,1,4,3,,3,3,3,4,3
118,Q80#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID80#1_14""}",4,4,2,3,5,,4,3,,2,5,5,5,3,,3,4,3,3,4,2,2,4,,,,5,,4,4,1,5,,4,4,3,4,3,,,,5,3,4,4,3,,2,3,1,3,3,,3,1,4,,4,,5,3,4,2,3,3,1,1,4,3,,3,2,3,4,3
119,Q80#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#1_15""}",3,3,2,3,5,,5,2,3,1,3,5,4,3,,3,5,3,4,4,4,2,4,,,,5,3,4,4,2,5,,5,3,4,5,2,,,,5,4,3,4,3,,2,4,3,3,3,,3,1,3,1,4,,4,4,4,2,5,3,1,1,3,4,,1,3,3,4,4
120,Q80#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID80#1_16""}",4,4,2,3,5,,5,2,3,3,4,5,4,4,,3,4,3,3,3,5,2,4,,,,4,4,4,4,4,5,,4,4,4,2,3,,,,5,3,3,4,4,,2,4,3,4,3,,3,5,3,3,4,,5,4,3,2,4,3,1,1,2,4,,2,3,3,5,4
121,Q80#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID80#1_17""}",4,2,3,3,4,,5,1,2,3,3,5,5,4,,3,3,2,4,4,5,2,3,,,,5,2,4,4,3,3,,3,3,4,5,4,,,,4,3,2,2,4,,2,3,4,4,3,,2,1,4,1,4,,4,4,5,1,1,3,1,1,3,2,,2,4,4,4,3
122,Q80#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#1_18""}",4,3,2,2,3,,3,2,2,4,5,5,5,4,,3,2,2,3,3,4,2,3,,,,4,3,4,4,2,3,,5,3,3,1,3,,,,4,4,3,5,4,,2,3,3,4,3,,2,1,4,3,4,,5,4,4,2,5,2,1,1,4,2,,1,3,4,4,2
123,Q80#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID80#1_19""}",4,3,4,3,4,,5,3,3,5,3,3,4,3,,3,2,3,4,4,2,2,3,,,,4,,4,3,1,4,,4,,3,1,3,,,,4,3,4,3,3,,2,4,3,4,3,,3,5,4,1,3,,4,4,4,1,2,3,1,1,3,3,,3,3,4,5,1
124,Q80#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#1_20""}",3,2,4,3,4,,3,2,2,2,2,5,4,4,,3,3,2,3,4,5,2,4,,,,5,,4,4,2,3,,4,4,4,5,4,,,,4,4,5,4,4,,2,3,4,4,3,,2,1,4,1,4,,5,4,4,1,4,3,1,1,4,1,,1,4,4,4,2
125,Q80#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID80#1_21""}",3,3,3,2,3,,5,1,4,5,3,4,5,4,,3,5,3,4,3,2,2,4,,,,4,4,4,2,3,3,,5,3,3,2,3,,,,4,2,4,5,3,,2,3,4,4,3,,2,4,4,1,3,,5,4,3,1,2,4,1,1,5,2,,2,3,4,3,3
126,Q80#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID80#1_22""}",3,4,4,4,4,,5,5,3,2,5,4,5,3,,3,3,3,3,4,3,2,4,,,,5,4,,3,2,5,,4,4,4,1,3,,,,5,2,3,5,3,,2,2,3,4,3,,3,1,3,3,5,,5,4,3,1,5,3,1,1,4,5,,3,4,3,2,3
127,Q80#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID80#1_23""}",4,4,3,4,5,,4,3,2,2,4,4,4,3,,3,5,3,4,4,4,2,4,,,,5,3,4,5,1,5,,4,4,4,3,3,,,,5,3,2,5,3,,2,3,3,4,3,,3,4,4,4,3,,4,4,3,1,3,3,1,1,3,5,,3,4,3,3,5
128,Q80#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID80#1_24""}",4,2,3,2,3,,2,3,3,2,2,3,4,2,,3,4,3,3,4,5,2,2,,,,4,2,4,3,2,3,,4,4,2,3,2,,,,5,3,4,2,2,,2,1,3,3,3,,3,2,4,3,1,,5,3,3,1,4,3,1,5,4,2,,1,2,3,3,1
129,Q80#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID80#2_1""}",3,4,2,3,5,,3,3,3,2,2,2,4,2,,2,3,2,2,5,5,2,3,,,,4,2,3,2,3,5,,2,3,2,2,4,,,,2,2,2,4,2,,4,3,1,4,3,,1,1,,2,2,,4,3,1,1,1,3,1,5,4,4,,1,2,4,2,2
130,Q80#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID80#2_2""}",2,4,3,3,4,,3,3,3,4,3,2,5,4,,2,5,1,2,5,2,2,2,,,,3,,3,2,4,4,,3,2,3,3,4,,,,2,3,4,1,1,,4,1,1,4,3,,1,3,3,1,2,,5,4,3,1,3,2,1,5,5,4,,1,2,4,2,2
131,Q80#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID80#2_3""}",4,3,1,2,4,,4,2,2,5,1,3,4,2,,2,4,1,3,5,1,2,2,,,,4,3,3,3,5,5,,,2,2,2,4,,,,2,3,5,2,1,,4,2,1,3,3,,1,2,4,1,2,,4,4,3,1,5,3,1,5,4,2,,1,3,4,2,1
132,Q80#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_4""}",4,1,3,3,3,,5,3,3,2,1,3,5,1,,3,5,1,3,5,5,2,2,,,,5,3,3,3,5,4,,3,4,2,2,4,,,,2,2,1,2,2,,4,1,1,3,3,,1,2,3,1,3,,5,4,2,1,4,2,1,5,3,3,,1,3,4,2,1
133,Q80#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#2_5""}",3,1,1,1,3,,4,4,2,2,1,2,4,1,,3,4,1,2,5,4,2,2,,,,5,1,3,2,4,2,,2,3,3,4,2,,,,3,2,3,4,2,,3,1,1,3,3,,1,5,4,2,3,,4,3,2,1,3,2,1,5,4,2,,1,4,4,1,2
134,Q80#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID80#2_6""}",3,1,2,1,4,,4,3,3,4,3,4,5,1,,2,3,1,1,5,4,2,2,,,,4,,3,2,4,3,,3,3,3,3,4,,,,3,2,4,2,2,,4,3,1,2,3,,3,2,4,1,3,,5,3,3,1,5,3,1,5,5,1,,1,3,4,3,1
135,Q80#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID80#2_7""}",4,2,1,1,4,,4,3,4,4,4,3,4,4,,3,2,1,3,4,2,2,3,,,,5,3,3,3,5,3,,3,3,4,2,3,,,,3,3,3,4,2,,4,3,1,4,3,,3,2,3,,4,,4,4,3,1,1,3,1,5,4,4,,1,2,4,3,3
136,Q80#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID80#2_8""}",3,1,2,1,3,,4,2,2,2,1,1,5,2,,2,1,1,3,3,1,2,1,,,,5,,3,1,4,1,,2,2,2,2,4,,,,3,3,5,2,2,,4,2,1,2,3,,1,2,4,1,3,,5,2,1,1,3,2,1,5,3,2,,1,2,4,1,1
137,Q80#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_9""}",4,1,2,1,2,,4,1,3,2,1,1,4,2,,3,1,1,3,2,5,2,2,,,,4,3,3,3,3,2,,3,3,3,1,3,,,,3,2,3,4,2,,5,2,1,3,3,,1,4,4,,3,,4,2,2,1,4,2,1,5,4,3,,1,2,4,1,1
138,Q80#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID80#2_10""}",3,3,1,4,4,,5,2,2,2,5,3,5,4,,3,4,1,3,3,5,2,4,,,,3,1,3,4,4,5,,3,3,5,1,3,,,,4,3,1,3,3,,5,5,1,3,3,,4,2,3,1,4,,5,4,3,1,3,3,1,5,4,2,,1,4,4,4,3
139,Q80#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID80#2_11""}",3,4,1,3,4,,5,2,2,4,5,5,4,4,,3,4,1,2,2,3,2,4,,,,4,3,3,4,5,5,,3,3,4,1,3,,,,4,3,4,3,3,,4,3,1,3,3,,3,4,4,1,4,,4,4,3,1,1,3,1,5,5,4,,1,3,4,3,4
140,Q80#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID80#2_12""}",4,2,2,3,4,,2,4,4,1,5,3,5,3,,3,5,3,3,3,1,2,3,,,,5,,3,3,4,5,,2,2,3,4,2,,,,3,2,3,4,3,,4,4,2,3,3,,3,3,3,1,3,,5,4,4,1,1,3,5,5,4,2,,3,4,4,3,4
141,Q80#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID80#2_13""}",3,4,1,2,5,,2,4,2,1,5,5,4,4,,3,2,3,2,3,5,2,4,,,,4,,3,3,3,5,,3,3,4,2,2,,,,4,3,4,5,3,,5,3,1,4,3,,3,3,4,1,3,,5,3,4,2,3,3,1,5,3,3,,3,3,4,4,3
142,Q80#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID80#2_14""}",4,4,3,3,5,,2,3,3,1,5,5,5,3,,3,3,3,3,2,2,2,4,,,,5,2,2,4,4,5,,3,3,3,3,2,,,,4,3,2,4,3,,5,3,1,4,3,,3,4,3,1,4,,4,3,4,2,2,3,1,5,4,3,,3,2,4,4,3
143,Q80#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#2_15""}",3,3,2,3,5,,3,2,4,4,4,5,4,2,,3,4,3,2,3,3,2,4,,,,4,3,2,4,4,5,,2,2,4,1,2,,,,4,3,4,4,3,,4,4,3,4,3,,3,5,3,1,3,,5,3,4,2,3,3,1,5,5,4,,1,3,4,4,4
144,Q80#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID80#2_16""}",4,,2,3,5,,3,2,3,2,5,5,4,4,,2,3,3,3,3,3,2,4,,,,5,,2,4,3,5,,3,3,4,3,2,,,,5,2,3,4,4,,5,4,3,4,3,,3,1,4,4,4,,4,3,3,2,5,3,1,5,4,4,,2,3,4,5,4
145,Q80#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID80#2_17""}",3,4,3,3,4,,5,1,2,1,5,2,5,2,,3,4,1,2,2,3,2,3,,,,4,,2,3,4,4,,3,3,3,2,3,,,,3,3,4,2,4,,4,2,2,3,3,,3,1,3,1,4,,5,4,2,1,4,3,1,5,4,2,,3,4,4,4,4
146,Q80#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#2_18""}",4,4,2,2,4,,5,2,1,2,5,2,5,2,,2,5,1,3,2,5,2,3,,,,5,,2,4,5,4,,,3,3,5,4,,,,3,3,3,5,4,,5,3,2,3,3,,3,5,3,3,2,,4,4,3,2,1,3,1,5,5,2,,1,3,4,4,2
147,Q80#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID80#2_19""}",3,3,2,3,4,,5,2,2,4,4,3,4,3,,3,3,3,2,3,1,2,3,,,,5,3,,3,5,5,,2,2,3,2,4,,,,4,3,2,3,3,,4,4,2,3,3,,3,1,4,1,3,,4,4,3,1,5,3,1,5,4,3,,3,3,4,5,1
148,Q80#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#2_20""}",4,3,3,3,4,,5,3,3,2,5,2,4,3,,3,3,1,3,2,5,2,3,,,,3,3,3,3,4,4,,,3,4,1,3,,,,3,3,3,4,4,,4,3,2,3,3,,3,2,,1,4,,4,4,3,1,2,2,1,5,3,1,,1,4,4,4,2
149,Q80#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID80#2_21""}",2,3,2,2,4,,5,2,4,3,4,3,5,3,,3,4,3,2,3,5,2,4,,,,4,2,3,2,5,5,,3,3,3,3,2,,,,3,4,4,5,3,,4,3,2,4,3,,3,3,3,1,3,,5,4,3,1,2,3,1,5,4,2,,3,3,4,3,3
150,Q80#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID80#2_22""}",4,4,3,4,4,,3,3,3,5,5,2,5,2,,4,2,3,3,3,2,2,4,,,,4,,3,3,5,5,,2,4,4,4,3,,,,5,4,3,5,3,,5,1,3,2,3,,3,5,3,3,5,,4,3,3,1,3,3,1,5,5,5,,3,4,4,2,3
151,Q80#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID80#2_23""}",4,4,2,4,5,,3,2,2,4,4,2,4,2,,3,2,3,2,3,1,2,4,,,,5,3,3,5,5,5,,3,3,4,5,3,,,,5,3,5,5,3,,5,3,3,3,3,,3,1,4,4,3,,5,3,3,1,1,4,1,5,4,5,,3,4,4,3,5
152,Q80#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID80#2_24""}",5,2,,2,3,,2,3,3,3,4,3,4,2,,3,3,3,3,3,4,2,2,,,,4,3,3,3,5,3,,2,3,2,3,4,,,,5,3,2,2,2,,5,1,3,3,3,,3,5,4,3,1,,4,3,3,1,5,3,1,1,3,2,,1,2,4,3,1
153,Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID81_PAGE_SUBMIT""}",47.378,129.077,46.641,269.798,109.044,,101.923,74.284,23.177,25.701,578.547,104.083,43.046,133.079,0,122.489,42.23,170.387,37.183,107.751,49.672,111.669,157.122,,,,114.587,40.226,85.41,153.363,43.131,152.329,,111.677,34.975,167.567,7.164,43.683,,,,155.276,61.393,52.245,154.917,129.465,,119.123,139.217,147.378,165.42,59.126,,144.601,5.011,68.803,95.855,113.46,,39.635,183.993,122.232,95.595,9.484,112.464,122.767,244.43,40.998,312.237,,114.27,211.924,63.565,373.352,165.977
154,survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",61072530,43549223,32841649,81321748,76216532,57861372,19557582,62664359,35956515,57521807,20211033,71384412,45618039,81471239,99738919,89672124,58567004,55484175,47680323,10009283,10479396,60263059,35803680,48597002,99161769,89054522,42805285,31171206,85629612,43824042,94831333,12986632,96620316,56514580,26398084,64782148,52311166,65937528,15727252,62276425,51777229,48631467,34035805,88576363,26514114,79846807,81659153,94751852,30145391,62270463,36194251,40104206,70664838,62484701,19198580,38967001,64444200,36771787,42748515,39146767,58826361,25643280,30151204,62184615,11799277,81842331,70840451,63021365,54115381,78538440,88670153,65031412,99908119,47155778,38439462
155,0,red_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,left,left,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
156,0,red_robot,deployment,rationality,,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,irrational,irrational,irrational,irrational,irrational,irrational,irrational,half,half,half,half,half,half,half,half,irrational,irrational,irrational,irrational,irrational,irrational,half,half,half,half,half,half,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational
157,0,blue_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
158,0,blue_robot,deployment,rationality,,half,half,half,half,half,half,irrational,irrational,irrational,irrational,irrational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,half,half,half,half,half,half,half,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,half,half,half,half,half,half,irrational,irrational,irrational,irrational,irrational,irrational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,half,half,half,half,half,half,irrational,irrational,irrational,irrational,irrational
